"Chr","Start","End","Conc","Conc_alpha","Conc_beta","Fold","p-value","FDR","Called1","Called2"
"chr6",31717679,31717879,3.09,4.3,0.04,4.26,8.24e-10,3.71e-07,2,1
"chr9",54068882,54069082,3.09,4.3,0.04,4.26,8.24e-10,3.71e-07,2,0
"chr18",83240470,83240670,3.58,4.72,1.26,3.46,8.48e-10,3.79e-07,2,3
"chr9",96705692,96705892,3.47,4.62,1.04,3.58,8.5e-10,3.79e-07,2,3
"chr14",21278988,21279188,3.22,4.41,0.46,3.95,8.54e-10,3.79e-07,2,3
"chr4",62302625,62302825,3.22,4.41,0.46,3.95,8.54e-10,3.79e-07,2,1
"chr18",43469577,43469777,3.08,4.29,0.04,4.25,8.6e-10,3.8e-07,2,1
"chr14",66325064,66325264,3.07,4.29,0.04,4.24,8.78e-10,3.86e-07,2,2
"chr5",147880402,147880602,3.07,4.29,0.04,4.24,8.78e-10,3.86e-07,2,1
"chr2",62535556,62535756,3.07,4.28,0.04,4.24,8.97e-10,3.93e-07,2,0
"chr15",93115775,93115975,3.07,4.28,0.04,4.24,9.16e-10,4e-07,2,1
"chr18",51117635,51117835,3.68,4.8,1.46,3.34,9.2e-10,4e-07,2,2
"chr9",83548195,83548395,3.85,4.95,1.78,3.17,9.4e-10,4.08e-07,2,3
"chr4",70311523,70311723,4.25,1.25,4.92,-3.67,9.79e-10,4.23e-07,1,3
"chr10",120188654,120188854,3.05,4.26,0.04,4.22,9.97e-10,4.28e-07,2,1
"chr17",25861424,25861624,3.05,4.26,0.04,4.22,9.97e-10,4.28e-07,2,1
"chr6",48444192,48444392,3.56,4.7,1.26,3.43,9.99e-10,4.28e-07,2,3
"chrX",93292437,93292637,4.3,5.34,2.54,2.8,1.02e-09,4.34e-07,2,3
"chr11",90417964,90418164,4.64,5.64,3.04,2.6,1.03e-09,4.37e-07,2,3
"chr7",127345942,127346142,3.05,4.26,0.04,4.21,1.04e-09,4.41e-07,2,2
"chr18",53256278,53256478,4.19,5.24,2.36,2.88,1.05e-09,4.46e-07,2,3
"chr1",127240104,127240304,3.34,4.51,0.78,3.73,1.06e-09,4.46e-07,2,2
"chr19",44107378,44107578,3.75,4.86,1.63,3.23,1.07e-09,4.5e-07,2,3
"chr5",70843173,70843373,3.66,4.78,1.46,3.32,1.08e-09,4.53e-07,2,2
"chr4",126202669,126202869,4.24,5.29,2.46,2.83,1.1e-09,4.57e-07,2,3
"chr6",138173501,138173701,3.91,5,1.92,3.08,1.11e-09,4.62e-07,2,3
"chr15",44711601,44711801,3.78,-0.06,4.48,-4.54,1.15e-09,4.77e-07,0,3
"chr5",103193790,103193990,4.35,5.38,2.63,2.75,1.16e-09,4.8e-07,2,3
"chr8",34225237,34225437,3.46,4.61,1.04,3.56,1.16e-09,4.8e-07,2,3
"chr7",142387891,142388091,4.64,5.64,3.04,2.6,1.21e-09,4.96e-07,2,3
"chr9",104262981,104263181,5.04,6,3.59,2.41,1.21e-09,4.96e-07,2,3
"chr12",25012148,25012348,4.72,5.71,3.16,2.55,1.21e-09,4.96e-07,2,2
"chr18",68215156,68215356,3.98,5.05,2.04,3.01,1.22e-09,4.96e-07,2,2
"chr9",28446354,28446554,3.56,4.7,1.26,3.43,1.24e-09,5.04e-07,2,2
"chr15",75981824,75982024,3.2,4.38,0.46,3.93,1.27e-09,5.15e-07,2,0
"chr9",115605567,115605767,3.19,4.38,0.46,3.92,1.3e-09,5.25e-07,2,1
"chr11",24421622,24421822,3.05,4.26,0.04,4.22,1.32e-09,5.31e-07,2,2
"chr2",154656870,154657070,4.39,5.42,2.71,2.71,1.33e-09,5.36e-07,2,3
"chr5",100820811,100821011,3.05,4.26,0.04,4.22,1.35e-09,5.37e-07,2,1
"chr7",142095239,142095439,4.58,5.58,2.98,2.6,1.35e-09,5.37e-07,2,3
"chr6",37723401,37723601,3.19,4.37,0.46,3.92,1.36e-09,5.39e-07,2,2
"chr1",169921857,169922057,3.05,4.26,0.04,4.21,1.38e-09,5.41e-07,2,0
"chr11",59208403,59208603,3.05,4.26,0.04,4.21,1.38e-09,5.41e-07,2,2
"chr8",71312832,71313032,3.05,4.26,0.04,4.21,1.38e-09,5.41e-07,2,1
"chr12",51767557,51767757,3.98,5.05,2.04,3.01,1.38e-09,5.41e-07,2,3
"chr9",99479408,99479608,4.23,5.27,2.46,2.81,1.42e-09,5.56e-07,2,3
"chr5",14030906,14031106,4.17,5.22,2.36,2.85,1.46e-09,5.68e-07,2,2
"chr15",60888831,60889031,3.04,4.25,0.04,4.2,1.47e-09,5.68e-07,2,1
"chr17",72787943,72788143,3.04,4.25,0.04,4.2,1.47e-09,5.68e-07,2,1
"chr6",84640685,84640885,3.04,4.25,0.04,4.2,1.47e-09,5.68e-07,2,1
"chr10",19877356,19877556,3.97,5.04,2.04,3,1.52e-09,5.85e-07,2,3
"chr8",84990815,84991015,4.22,5.26,2.46,2.81,1.53e-09,5.87e-07,2,3
"chr1",74893159,74893359,3.03,4.24,0.04,4.2,1.53e-09,5.87e-07,2,0
"chr9",98067047,98067247,3.89,4.98,1.92,3.06,1.57e-09,6e-07,2,3
"chr1",118878370,118878570,3.32,4.48,0.78,3.7,1.58e-09,6.02e-07,2,1
"chr7",144417666,144417866,4.27,5.31,2.54,2.76,1.59e-09,6.05e-07,2,3
"chr18",36384117,36384317,3.02,4.23,0.04,4.19,1.6e-09,6.05e-07,2,1
"chr18",71346844,71347044,3.31,4.48,0.78,3.7,1.61e-09,6.09e-07,2,2
"chr9",114401098,114401298,3.73,4.83,1.63,3.2,1.61e-09,6.09e-07,2,3
"chr7",121857488,121857688,3.44,4.59,1.04,3.55,1.63e-09,6.15e-07,2,1
"chr9",107770952,107771152,3.01,4.22,0.04,4.18,1.66e-09,6.24e-07,2,1
"chr4",134082004,134082204,3.81,4.9,1.78,3.12,1.67e-09,6.24e-07,2,3
"chr5",148632816,148633016,3.63,4.74,1.46,3.28,1.72e-09,6.43e-07,2,3
"chr5",22007357,22007557,4.33,5.36,2.63,2.73,1.74e-09,6.46e-07,2,3
"chr16",23127724,23127924,3.62,4.74,1.46,3.28,1.76e-09,6.5e-07,2,2
"chr1",162509423,162509623,5.02,5.98,3.59,2.4,1.76e-09,6.5e-07,2,3
"chr1",165109330,165109530,3.88,4.96,1.92,3.05,1.76e-09,6.5e-07,2,2
"chr15",5196020,5196220,4.22,5.26,2.46,2.8,1.78e-09,6.53e-07,2,3
"chr15",94732233,94732433,3.19,4.37,0.46,3.91,1.79e-09,6.55e-07,2,2
"chr16",39065659,39065859,3.19,4.37,0.46,3.91,1.79e-09,6.55e-07,2,2
"chr9",51963404,51963604,3.42,4.57,1.04,3.53,1.85e-09,6.75e-07,2,2
"chr5",128953428,128953628,3.18,4.36,0.46,3.91,1.87e-09,6.79e-07,2,3
"chr9",113930850,113931050,5.8,6.7,4.54,2.16,1.89e-09,6.84e-07,2,3
"chr2",179843166,179843366,3.42,4.57,1.04,3.52,1.89e-09,6.84e-07,2,2
"chr10",19904841,19905041,3.18,4.36,0.46,3.9,1.9e-09,6.88e-07,2,1
"chr6",37399099,37399299,4.48,5.49,2.85,2.64,1.91e-09,6.88e-07,2,3
"chr15",94543387,94543587,4.99,5.95,3.54,2.4,1.92e-09,6.88e-07,2,3
"chr10",14725777,14725977,3.73,4.83,1.63,3.2,1.92e-09,6.88e-07,2,3
"chr9",105131699,105131899,5.17,6.11,3.78,2.34,1.94e-09,6.92e-07,2,3
"chr13",54758318,54758518,3.17,4.36,0.46,3.9,1.95e-09,6.93e-07,2,1
"chr10",24780906,24781106,3.7,4.8,1.63,3.18,1.97e-09,6.99e-07,2,2
"chr9",28278670,28278870,4.77,5.75,3.26,2.49,1.97e-09,6.99e-07,2,3
"chr8",63755306,63755506,4.07,0.98,4.74,-3.77,2.02e-09,7.14e-07,1,3
"chr12",25181435,25181635,3.17,4.35,0.46,3.89,2.03e-09,7.14e-07,2,0
"chr11",51584586,51584786,4.98,5.94,3.54,2.4,2.03e-09,7.14e-07,2,3
"chr7",140856313,140856513,4.15,5.19,2.36,2.83,2.05e-09,7.19e-07,2,3
"chr1",55436879,55437079,3.16,4.34,0.46,3.88,2.11e-09,7.4e-07,2,2
"chr10",128673905,128674105,4.02,5.08,2.16,2.92,2.12e-09,7.41e-07,2,3
"chr15",71843782,71843982,3.52,4.65,1.26,3.38,2.14e-09,7.46e-07,2,2
"chr6",49374015,49374215,3.8,4.89,1.78,3.11,2.17e-09,7.51e-07,2,2
"chr13",48545778,48545978,4.65,5.63,3.1,2.53,2.18e-09,7.54e-07,2,1
"chr9",108263799,108263999,4.69,5.68,3.16,2.52,2.18e-09,7.54e-07,2,3
"chr2",153492827,153493027,3.62,4.73,1.46,3.27,2.21e-09,7.57e-07,2,2
"chr16",32430619,32430819,4.02,5.08,2.16,2.92,2.21e-09,7.57e-07,2,3
"chr11",102408519,102408719,3.01,4.22,0.04,4.18,2.21e-09,7.57e-07,2,0
"chr18",81509434,81509634,3.01,4.22,0.04,4.18,2.26e-09,7.72e-07,2,1
"chr7",44815772,44815972,3.71,4.81,1.63,3.18,2.3e-09,7.83e-07,2,3
"chr5",30888489,30888689,3.61,4.72,1.46,3.27,2.34e-09,7.94e-07,2,2
"chr1",62175124,62175324,3,4.21,0.04,4.17,2.36e-09,7.94e-07,2,1
"chr7",74486182,74486382,3,4.21,0.04,4.17,2.36e-09,7.94e-07,2,0
"chr7",139684664,139684864,3,4.21,0.04,4.17,2.36e-09,7.94e-07,2,0
"chr9",110117417,110117617,3.51,4.63,1.26,3.37,2.37e-09,7.98e-07,2,3
"chr13",57056736,57056936,2.99,4.2,0.04,4.16,2.51e-09,8.42e-07,2,1
"chr11",33512995,33513195,4.51,5.51,2.92,2.59,2.55e-09,8.52e-07,2,3
"chr15",103502974,103503174,3.41,4.55,1.04,3.51,2.55e-09,8.52e-07,2,3
"chr2",130642731,130642931,4.07,5.13,2.26,2.86,2.69e-09,8.95e-07,2,3
"chr10",13090636,13090836,4.51,5.51,2.92,2.59,2.69e-09,8.95e-07,2,3
"chr14",49783301,49783501,5.12,6.07,3.74,2.32,2.75e-09,9.1e-07,2,3
"chr9",32695931,32696131,5.5,6.42,4.21,2.21,2.75e-09,9.1e-07,2,3
"chr2",32312376,32312576,3.61,4.73,1.46,3.27,2.77e-09,9.14e-07,2,3
"chr13",37994098,37994298,4.9,5.86,3.46,2.41,2.81e-09,9.26e-07,2,3
"chr3",82194217,82194417,3.51,4.64,1.26,3.37,2.85e-09,9.32e-07,2,3
"chr9",78941747,78941947,3.51,4.64,1.26,3.37,2.85e-09,9.32e-07,2,2
"chr7",134408831,134409031,3.39,4.54,1.04,3.49,2.89e-09,9.42e-07,2,2
"chr3",97811807,97812007,3.15,4.33,0.46,3.87,2.92e-09,9.52e-07,2,1
"chr5",44151473,44151673,4.13,5.17,2.36,2.8,2.94e-09,9.56e-07,2,3
"chr6",145855857,145856057,3.5,4.63,1.26,3.37,2.97e-09,9.62e-07,2,2
"chr14",8666165,8666365,5.03,5.98,3.63,2.35,2.97e-09,9.62e-07,2,3
"chr3",152928659,152928859,3.15,4.33,0.46,3.87,2.98e-09,9.63e-07,2,1
"chr19",55741604,55741804,3.6,4.72,1.46,3.26,3e-09,9.63e-07,2,2
"chr11",32781251,32781451,3.6,4.72,1.46,3.26,3e-09,9.63e-07,2,3
"chr14",86327747,86327947,3.39,4.53,1.04,3.49,3.01e-09,9.63e-07,2,3
"chr16",85756224,85756424,3.93,5,2.04,2.95,3.02e-09,9.67e-07,2,3
"chr13",73331158,73331358,3.14,4.32,0.46,3.87,3.05e-09,9.7e-07,2,1
"chr9",113981109,113981309,4.3,5.32,2.63,2.69,3.05e-09,9.7e-07,2,3
"chr18",17491919,17492119,3.89,0.55,4.57,-4.02,3.08e-09,9.77e-07,1,3
"chr5",14025202,14025402,4.93,5.89,3.5,2.39,3.1e-09,9.81e-07,2,3
"chr13",49213701,49213901,4.75,5.72,3.26,2.46,3.14e-09,9.91e-07,2,3
"chr7",123369937,123370137,6.04,6.93,4.85,2.08,3.14e-09,9.91e-07,2,3
"chr10",19015336,19015536,4.83,5.79,3.36,2.43,3.17e-09,9.94e-07,2,3
"chr2",130664349,130664549,3.77,4.86,1.78,3.08,3.17e-09,9.94e-07,2,3
"chr8",22039611,22039811,3.85,4.92,1.92,3.01,3.27e-09,1.02e-06,2,3
"chr13",73160376,73160576,3.69,4.78,1.63,3.16,3.27e-09,1.02e-06,2,3
"chr14",73143248,73143448,3.85,4.92,1.92,3.01,3.33e-09,1.04e-06,2,2
"chr3",80802763,80802963,4.18,5.22,2.46,2.76,3.34e-09,1.04e-06,2,2
"chr19",12013270,12013470,3.13,4.31,0.46,3.85,3.38e-09,1.05e-06,2,0
"chr4",8854055,8854255,3.69,-0.06,4.39,-4.45,3.39e-09,1.05e-06,0,3
"chr9",26793204,26793404,3.48,4.61,1.26,3.34,3.49e-09,1.08e-06,2,3
"chr10",24741852,24742052,2.98,4.19,0.04,4.14,3.57e-09,1.1e-06,2,2
"chr2",132292178,132292378,2.98,4.19,0.04,4.14,3.57e-09,1.1e-06,2,0
"chr6",101377365,101377565,3.26,4.42,0.78,3.64,3.69e-09,1.13e-06,2,1
"chr9",42472129,42472329,3.39,4.53,1.04,3.49,3.75e-09,1.15e-06,2,2
"chrX",16256481,16256681,4.02,0.9,4.69,-3.79,3.76e-09,1.15e-06,1,3
"chr1",75218625,75218825,2.97,4.17,0.04,4.13,3.8e-09,1.15e-06,2,0
"chr1",80447673,80447873,2.97,4.17,0.04,4.13,3.8e-09,1.15e-06,2,1
"chr11",50887515,50887715,2.97,4.17,0.04,4.13,3.8e-09,1.15e-06,2,1
"chr11",96943944,96944144,4.29,5.31,2.63,2.68,3.84e-09,1.16e-06,2,3
"chr15",68760027,68760227,2.96,4.17,0.04,4.12,3.96e-09,1.19e-06,2,1
"chr3",97683903,97684103,2.96,4.17,0.04,4.12,3.96e-09,1.19e-06,2,0
"chr14",55681838,55682038,4.49,5.48,2.92,2.57,3.98e-09,1.19e-06,2,3
"chr10",80433947,80434147,3.38,4.52,1.04,3.48,3.99e-09,1.19e-06,2,2
"chr5",144223528,144223728,3.68,4.78,1.63,3.15,3.99e-09,1.19e-06,2,3
"chr14",40902656,40902856,3.84,4.92,1.92,3,4.05e-09,1.21e-06,2,3
"chr9",101251666,101251866,5.1,6.04,3.74,2.3,4.08e-09,1.21e-06,2,3
"chr1",36079753,36079953,3.91,4.98,2.04,2.94,4.08e-09,1.21e-06,2,3
"chr2",10276278,10276478,4.33,5.35,2.71,2.64,4.14e-09,1.23e-06,2,3
"chr11",69935598,69935798,3.25,4.4,0.78,3.62,4.17e-09,1.23e-06,2,2
"chr11",90678048,90678248,4.06,5.1,2.26,2.84,4.21e-09,1.24e-06,2,2
"chr11",109650792,109650992,3.68,4.77,1.63,3.15,4.24e-09,1.25e-06,2,3
"chr9",106203003,106203203,4.04,5.09,2.26,2.82,4.28e-09,1.26e-06,2,3
"chr16",92400137,92400337,3.76,4.84,1.78,3.06,4.29e-09,1.26e-06,2,3
"chr6",95689618,95689818,2.95,4.15,0.04,4.11,4.3e-09,1.26e-06,2,0
"chr7",121939823,121940023,3.37,4.51,1.04,3.47,4.33e-09,1.26e-06,2,3
"chr10",88146911,88147111,4.17,5.2,2.46,2.75,4.35e-09,1.27e-06,2,3
"chr6",86031596,86031796,3.67,4.77,1.63,3.14,4.41e-09,1.28e-06,2,3
"chr7",143649567,143649767,3.37,4.5,1.04,3.46,4.42e-09,1.28e-06,2,2
"chr15",58517557,58517757,3.48,4.6,1.26,3.33,4.55e-09,1.31e-06,2,2
"chr10",78412878,78413078,3.75,4.84,1.78,3.06,4.55e-09,1.31e-06,2,3
"chr10",25082969,25083169,4.43,5.43,2.85,2.58,4.57e-09,1.31e-06,2,3
"chr15",96285443,96285643,3.57,4.68,1.46,3.22,4.63e-09,1.33e-06,2,2
"chr16",29668559,29668759,3.57,4.68,1.46,3.22,4.63e-09,1.33e-06,2,3
"chr19",10101728,10101928,3.47,4.59,1.26,3.33,4.65e-09,1.33e-06,2,2
"chr11",49846646,49846846,5.41,6.33,4.13,2.2,4.66e-09,1.33e-06,2,3
"chr15",59064460,59064660,3.12,4.29,0.46,3.84,4.69e-09,1.34e-06,2,2
"chr1",172493662,172493862,4.11,5.14,2.36,2.78,4.7e-09,1.34e-06,2,3
"chr9",31030316,31030516,5.1,6.03,3.74,2.29,4.85e-09,1.37e-06,2,3
"chr9",106685735,106685935,4.52,5.51,2.98,2.53,4.85e-09,1.37e-06,2,3
"chr17",75534650,75534850,3.66,4.75,1.63,3.13,4.87e-09,1.37e-06,2,3
"chr11",94327897,94328097,3.11,4.28,0.46,3.83,4.99e-09,1.41e-06,2,2
"chr12",83688052,83688252,3.66,4.75,1.63,3.12,5.06e-09,1.42e-06,2,2
"chr6",134452800,134453000,3.74,4.82,1.78,3.04,5.22e-09,1.47e-06,2,3
"chr3",51888946,51889146,4.72,5.69,3.26,2.42,5.4e-09,1.51e-06,2,3
"chr9",103364790,103364990,3.24,4.4,0.78,3.62,5.43e-09,1.52e-06,2,0
"chr18",26079740,26079940,2.96,4.16,0.04,4.12,5.54e-09,1.54e-06,2,1
"chr13",32925026,32925226,3.24,4.39,0.78,3.62,5.55e-09,1.54e-06,2,1
"chr10",119065512,119065712,4.64,5.62,3.16,2.46,5.58e-09,1.55e-06,2,3
"chr11",90390766,90390966,3.9,4.96,2.04,2.92,5.63e-09,1.56e-06,2,2
"chr7",135605218,135605418,2.95,4.15,0.04,4.11,5.66e-09,1.56e-06,2,0
"chr15",73724723,73724923,3.96,5.01,2.16,2.86,5.67e-09,1.56e-06,2,3
"chr1",172482000,172482200,4.6,5.58,3.1,2.48,5.77e-09,1.59e-06,2,3
"chr11",72215020,72215220,3.89,4.95,2.04,2.91,5.85e-09,1.61e-06,2,3
"chr4",150147260,150147460,3.08,4.25,0.46,3.8,5.89e-09,1.61e-06,2,2
"chr7",86354864,86355064,3.65,-0.06,4.34,-4.4,5.89e-09,1.61e-06,1,3
"chr10",110240717,110240917,4.1,5.13,2.36,2.77,6.07e-09,1.66e-06,2,3
"chr5",25499274,25499474,4.15,5.18,2.46,2.72,6.09e-09,1.66e-06,2,3
"chr13",38528259,38528459,4.15,5.18,2.46,2.72,6.09e-09,1.66e-06,2,3
"chr1",162548511,162548711,4.51,5.49,2.98,2.51,6.14e-09,1.66e-06,2,3
"chr7",142321335,142321535,3.22,4.38,0.78,3.6,6.15e-09,1.66e-06,2,3
"chr3",80709222,80709422,2.94,4.14,0.04,4.1,6.15e-09,1.66e-06,2,0
"chr9",103761803,103762003,4.37,5.37,2.78,2.59,6.21e-09,1.68e-06,2,3
"chr10",24629144,24629344,3.35,4.49,1.04,3.44,6.25e-09,1.68e-06,2,2
"chr5",89457710,89457910,3.74,4.81,1.78,3.04,6.31e-09,1.7e-06,2,3
"chr13",23963715,23963915,3.46,4.58,1.26,3.31,6.33e-09,1.7e-06,2,3
"chr5",142551011,142551211,3.81,4.88,1.92,2.96,6.34e-09,1.7e-06,2,2
"chr14",60993590,60993790,2.93,4.13,0.04,4.09,6.41e-09,1.71e-06,2,1
"chr9",28911620,28911820,3.73,4.81,1.78,3.03,6.43e-09,1.71e-06,2,3
"chr18",77742703,77742903,3.65,4.74,1.63,3.11,6.44e-09,1.71e-06,2,1
"chr7",133543298,133543498,2.93,4.13,0.04,4.08,6.55e-09,1.74e-06,2,1
"chr4",144567874,144568074,3.83,0.55,4.5,-3.95,6.61e-09,1.75e-06,0,3
"chr9",108587945,108588145,3.21,4.36,0.78,3.58,6.67e-09,1.77e-06,2,2
"chr10",78574719,78574919,4.51,5.49,2.98,2.51,6.7e-09,1.77e-06,2,3
"chr15",93519020,93519220,3.45,4.57,1.26,3.3,6.86e-09,1.81e-06,2,3
"chr15",74709232,74709432,3.34,4.47,1.04,3.43,6.92e-09,1.82e-06,2,2
"chr1",170387507,170387707,2.91,4.11,0.04,4.07,6.96e-09,1.83e-06,2,2
"chr1",171123059,171123259,3.55,4.65,1.46,3.19,7.14e-09,1.87e-06,2,3
"chr15",93874228,93874428,4.2,5.22,2.54,2.68,7.21e-09,1.88e-06,2,3
"chr6",143100073,143100273,3.64,4.72,1.63,3.1,7.25e-09,1.88e-06,2,3
"chr15",93389308,93389508,3.09,4.26,0.46,3.81,7.25e-09,1.88e-06,2,1
"chr7",48842457,48842657,3.09,4.26,0.46,3.81,7.25e-09,1.88e-06,2,1
"chr7",120830857,120831057,4.02,5.06,2.26,2.79,7.25e-09,1.88e-06,2,3
"chr1",75236356,75236556,4.41,5.4,2.85,2.55,7.36e-09,1.91e-06,2,3
"chr12",26191704,26191904,4.98,5.92,3.63,2.29,7.46e-09,1.93e-06,2,3
"chr7",38112091,38112291,4.55,5.53,3.04,2.48,7.64e-09,1.97e-06,2,1
"chr2",7081177,7081377,3.08,4.25,0.46,3.8,7.71e-09,1.98e-06,2,1
"chr9",66511756,66511956,4.2,5.21,2.54,2.67,7.75e-09,1.99e-06,2,2
"chr1",70082468,70082668,3.62,-0.06,4.32,-4.38,7.79e-09,2e-06,0,3
"chr11",90687543,90687743,4.45,5.44,2.92,2.52,7.94e-09,2.03e-06,2,3
"chr13",70638075,70638275,4.78,5.73,3.36,2.37,8.4e-09,2.15e-06,2,3
"chr15",76671523,76671723,4.3,5.3,2.71,2.6,8.43e-09,2.15e-06,2,3
"chr7",125444748,125444948,4.13,5.15,2.46,2.7,8.54e-09,2.17e-06,2,2
"chr11",61684061,61684261,3.06,4.23,0.46,3.78,8.55e-09,2.17e-06,2,2
"chr9",105395290,105395490,4.91,5.86,3.54,2.31,8.56e-09,2.17e-06,2,3
"chr1",154150214,154150414,3.79,4.86,1.92,2.94,8.85e-09,2.24e-06,2,3
"chr16",94827206,94827406,3.2,4.36,0.78,3.58,8.91e-09,2.25e-06,2,1
"chr11",91051778,91051978,3.54,4.64,1.46,3.18,9.04e-09,2.28e-06,2,3
"chr9",44799231,44799431,3.44,4.55,1.26,3.29,9.19e-09,2.31e-06,2,2
"chr13",38204817,38205017,4.24,5.25,2.63,2.62,9.2e-09,2.31e-06,2,3
"chr1",119197345,119197545,2.92,4.12,0.04,4.07,9.21e-09,2.31e-06,2,0
"chr14",24245393,24245593,3.2,4.35,0.78,3.57,9.28e-09,2.32e-06,2,2
"chr9",110654066,110654266,4.66,5.62,3.21,2.41,9.56e-09,2.39e-06,2,3
"chr2",131909784,131909984,4.7,5.65,3.26,2.39,9.58e-09,2.39e-06,2,3
"chr6",65778983,65779183,2.91,4.11,0.04,4.07,9.6e-09,2.39e-06,2,0
"chr6",90988748,90988948,3.62,4.71,1.63,3.08,9.61e-09,2.39e-06,2,2
"chr5",29251204,29251404,3.62,4.71,1.63,3.08,9.8e-09,2.43e-06,2,2
"chr12",11221563,11221763,3.32,4.45,1.04,3.41,9.83e-09,2.43e-06,2,2
"chr6",48601841,48602041,5.42,6.32,4.19,2.14,9.89e-09,2.44e-06,2,3
"chr1",156558624,156558824,3.78,4.84,1.92,2.93,9.93e-09,2.45e-06,2,3
"chr11",52231844,52232044,2.9,4.1,0.04,4.06,1e-08,2.45e-06,2,2
"chr18",74014860,74015060,2.9,4.1,0.04,4.06,1e-08,2.45e-06,2,0
"chr12",76765542,76765742,3.31,4.45,1.04,3.4,1e-08,2.45e-06,2,2
"chr11",54112964,54113164,3.31,4.45,1.04,3.4,1e-08,2.45e-06,2,1
"chr10",44474413,44474613,3.43,4.54,1.26,3.27,1.02e-08,2.48e-06,2,2
"chr15",91673076,91673276,4.94,5.88,3.59,2.29,1.02e-08,2.48e-06,2,3
"chr6",89286829,89287029,2.9,4.1,0.04,4.05,1.02e-08,2.49e-06,2,0
"chr12",68821540,68821740,3.6,-0.06,4.29,-4.35,1.03e-08,2.5e-06,0,3
"chr17",69417250,69417450,4.94,5.88,3.59,2.29,1.03e-08,2.5e-06,2,3
"chr14",72532536,72532736,2.89,4.09,0.04,4.05,1.04e-08,2.51e-06,2,2
"chr15",91009466,91009666,2.89,4.09,0.04,4.05,1.04e-08,2.51e-06,2,1
"chr18",57614788,57614988,2.89,4.09,0.04,4.05,1.04e-08,2.51e-06,2,0
"chr11",74830332,74830532,4.48,5.46,2.98,2.48,1.05e-08,2.53e-06,2,2
"chr10",90467598,90467798,3.07,4.25,0.46,3.79,1.06e-08,2.54e-06,2,2
"chr17",26508489,26508689,3.7,4.77,1.78,2.99,1.06e-08,2.55e-06,2,3
"chr18",23419910,23420110,2.89,4.08,0.04,4.04,1.09e-08,2.6e-06,2,0
"chr6",116827615,116827815,2.89,4.08,0.04,4.04,1.09e-08,2.6e-06,2,1
"chr9",114640036,114640236,4.83,5.77,3.46,2.32,1.13e-08,2.7e-06,2,3
"chr14",33214554,33214754,4.28,5.28,2.71,2.58,1.13e-08,2.7e-06,2,2
"chr16",28753245,28753445,3.92,4.96,2.16,2.81,1.14e-08,2.71e-06,2,3
"chr17",72904215,72904415,3.41,4.52,1.26,3.26,1.15e-08,2.72e-06,2,3
"chr9",108783613,108783813,3.92,4.96,2.16,2.8,1.16e-08,2.75e-06,2,3
"chr3",125938484,125938684,4.06,5.08,2.36,2.72,1.2e-08,2.83e-06,2,3
"chr15",79347401,79347601,3.62,4.7,1.63,3.08,1.2e-08,2.84e-06,2,3
"chr13",38736491,38736691,4.76,5.71,3.36,2.34,1.21e-08,2.84e-06,2,3
"chr7",135537648,135537848,3.77,4.84,1.92,2.92,1.24e-08,2.91e-06,2,2
"chr18",67369705,67369905,3.04,4.21,0.46,3.76,1.25e-08,2.92e-06,2,2
"chr1",82292880,82293080,3.7,4.77,1.78,2.99,1.26e-08,2.96e-06,2,0
"chr9",70012476,70012676,3.19,4.34,0.78,3.56,1.27e-08,2.97e-06,2,2
"chr8",110618464,110618664,3.52,4.62,1.46,3.16,1.29e-08,3.02e-06,2,2
"chr2",153031849,153032049,3.04,4.21,0.46,3.75,1.3e-08,3.03e-06,2,2
"chr9",108825163,108825363,4.17,5.18,2.54,2.64,1.3e-08,3.03e-06,2,3
"chr9",27192111,27192311,4.96,5.89,3.63,2.26,1.31e-08,3.04e-06,2,3
"chr6",146724848,146725048,3.77,4.83,1.92,2.91,1.31e-08,3.04e-06,2,3
"chr18",80938167,80938367,3.03,4.2,0.46,3.75,1.32e-08,3.06e-06,2,1
"chr9",108347700,108347900,3.03,4.2,0.46,3.75,1.32e-08,3.06e-06,2,2
"chr4",149426598,149426798,3.99,5.02,2.26,2.75,1.33e-08,3.07e-06,2,3
"chr2",136387779,136387979,3.18,4.33,0.78,3.55,1.35e-08,3.1e-06,2,2
"chr8",84985845,84986045,3.03,4.2,0.46,3.74,1.35e-08,3.1e-06,2,3
"chr10",18329753,18329953,3.6,4.69,1.63,3.06,1.35e-08,3.1e-06,2,3
"chrX",163857788,163857988,4.28,5.28,2.71,2.57,1.35e-08,3.1e-06,2,3
"chr7",141392036,141392236,3.3,4.43,1.04,3.39,1.37e-08,3.14e-06,2,2
"chr13",69196533,69196733,3.18,4.32,0.78,3.54,1.38e-08,3.14e-06,2,1
"chr15",79328200,79328400,3.6,4.68,1.63,3.05,1.41e-08,3.2e-06,2,3
"chr16",26082959,26083159,3.02,4.19,0.46,3.73,1.41e-08,3.2e-06,2,2
"chr3",79852924,79853124,3.3,4.43,1.04,3.38,1.43e-08,3.24e-06,2,1
"chr5",29377571,29377771,3.29,4.42,1.04,3.38,1.46e-08,3.3e-06,2,1
"chr11",51619542,51619742,3.98,5.01,2.26,2.74,1.46e-08,3.3e-06,2,3
"chr9",108649215,108649415,3.4,4.51,1.26,3.25,1.48e-08,3.34e-06,2,3
"chr11",108365235,108365435,3.4,4.51,1.26,3.25,1.48e-08,3.34e-06,2,1
